geo_code,average,x,y
16020203,0.071,282681.1384073846,4480328.842
16020204,0.109,277572.0442803119,4480231.114
16020205,0.091,273762.28392211813,4480947.014
16030101,0.125,239174.08081938024,4478349.586800001
16030102,0.044,245280.74562857184,4471313.248
16030103,0.086,247812.47720194364,4463392.957400001
16030104,0.096,253109.55446452933,4483151.451
16030201,0.102,243310.5482972292,4483217.033
16030202,0.096,245974.0467397776,4489513.5
16030203,0.214,249127.38502591464,4492040.11
16030204,0.165,247535.3140240166,4483162.174
16030301,0.101,247434.7450419721,4455897.294
16030302,0.0,246432.03543442936,4450249.050249999
16030303,0.051,241184.00534210977,4464618.843
16030401,0.333,230504.3542934745,4475227.74
17010101,0.187,280586.16332293337,4518282.067
17010102,0.139,272971.9848124439,4517586.109
17010103,0.15,285555.0447758334,4520753.0913
17010104,0.14,285672.6576,4517912.284
17010105,0.184,280225.9313037508,4521142.505
17010106,0.138,272013.0230119664,4512492.307
17010107,0.146,280724.4779141812,4514833.446
17010201,0.14,281654.3889755277,4525606.849
17010202,0.064,279631.9987474387,4528915.765550001
17010203,0.262,272839.3546494803,4521644.714
17010204,0.196,285157.4763517516,4525119.5474000005
17010205,0.096,277723.01904051955,4523770.29
17010206,0.087,277312.5227547244,4527560.824349999
17010207,0.089,286404.97462723224,4527052.532
17010208,0.205,279873.24647552986,4522600.947149999
17010209,0.109,272420.38962977804,4526055.114
17010210,0.039,289644.6138470601,4526360.810199999
17010211,0.0,290766.65843380895,4529651.994750001
17010212,0.063,291724.1874588911,4527376.956300001
17010213,0.15,286764.5841861657,4529915.707599999
17010214,0.101,282661.8347417186,4530979.394800001
17010215,0.231,277614.5461916893,4525907.108
17010216,0.154,283106.29675511224,4528550.802
17010301,0.138,292520.8833124322,4522275.996350001
17010302,0.131,296863.3553061854,4525573.761
17010303,0.145,296659.4797984997,4513825.492
17010304,0.114,290921.0778877557,4523566.691
17010305,0.079,297211.0490156976,4518913.119
17010306,0.165,297508.53770850075,4522218.365
17010307,0.134,290434.19231771445,4519756.005
17010308,0.101,287538.79579564126,4523197.361
17010309,0.161,292982.75998783123,4517537.604
17010310,0.17,308335.75518102886,4529023.052
17010311,0.159,289015.88487296697,4521697.186
17010401,0.146,286044.13818604045,4514057.114
17010402,0.113,292487.8282204876,4514214.141849999
17010403,0.166,288637.28683564137,4516936.7256000005
17010404,0.105,287143.78712977783,4507418.607
17010405,0.21,281714.9437680534,4510669.575
17010406,0.137,284667.08049694553,4504428.052
17010407,0.076,287353.3157482862,4511998.299
17010408,0.163,289572.2261,4511923.699750001
17010409,0.161,276660.67556825845,4510320.518449999
17010410,0.0,280383.36289558094,4507602.72
17010411,0.131,283478.7709793994,4513112.28
17010412,0.092,285232.7175625173,4510234.683
17010413,0.156,291571.2841742507,4508521.230950001
17020101,0.16,303620.3049114753,4506073.26
17020102,0.125,308626.69210491946,4511193.690649999
17020103,0.177,304511.3321000406,4519555.61
17020104,0.0,301165.6584789943,4513825.492
17020105,0.157,298252.2338086807,4507591.825
17020106,0.152,303449.8932878643,4511468.513350001
17020107,0.103,300402.6080999036,4501819.310749999
17020108,0.161,296841.64582090185,4505326.909
17020201,0.145,293117.21564770135,4504445.7069500005
17020202,0.051,292178.5165062101,4502098.485
17020203,0.135,297497.90473220753,4496841.7218
17020204,0.087,282378.0407819869,4499435.947
17020205,0.081,296372.8169834726,4500496.347949999
17020206,0.077,293431.2038076287,4499005.539
17020207,0.103,296055.12975662574,4502421.99
17020208,0.146,288465.5294265353,4498972.865549999
17020301,0.108,289344.36890209606,4491618.535
17020401,0.124,288761.7875787129,4495203.038
17020501,0.115,288462.2708218089,4503626.757
17020601,0.152,304170.42509708705,4498047.646
17020602,0.121,310612.22187746246,4501854.867
17020603,0.141,306897.12978970795,4504926.766
17020604,0.15,304831.4884489905,4501806.451
17020605,0.131,311624.2568361395,4505757.884
17020606,0.109,310382.2096365768,4498291.008
17020607,0.216,312960.1603016976,4509514.005100001
17030101,0.158,256257.5472054772,4523660.922
17030102,0.086,251565.0682818731,4517214.94
17030103,0.136,263736.17464134545,4524909.512250001
17030104,0.221,264544.4938257749,4516372.73
17030105,0.087,247751.6008185735,4515413.411
17030106,0.17,260722.61631820648,4519848.5923500005
17030107,0.155,259040.92392372416,4512230.95
17030108,0.165,256955.90210135136,4519186.812
17030109,0.114,255824.53486585093,4512428.304
17030110,0.5,267499.66849415936,4518791.79635
17030111,0.118,258519.6878998493,4521449.079
17030112,0.0,263291.5504530138,4511283.589
17030113,0.081,249119.88629596948,4524615.072
17030201,0.153,254023.53976520355,4503794.084
17030202,0.3,259930.0546403184,4504885.963
17030203,0.12,262177.0768734179,4508474.21
18010101,0.207,230706.76809043196,4394790.041
18010102,0.165,227705.92088236037,4397588.876150001
18010103,0.152,224603.95912779035,4393922.829
18010104,0.186,228568.2918221963,4391305.788
18010105,0.168,227364.97966238653,4393972.808
18010201,0.157,230567.35889570264,4391638.392
18010202,0.138,231990.9422393852,4387491.955
18010203,0.131,232015.18643769115,4386712.732299999
18010301,0.235,228295.1421485773,4387648.105
18010302,0.132,228047.7609719187,4383522.007
18010303,0.157,223657.61455777887,4390013.113
18010304,0.135,221394.65409816665,4392318.362
18010305,0.167,225338.48735484417,4386081.088
18010306,0.071,227724.0858631681,4379503.418
18010307,0.088,231507.7838758965,4384484.888
18010401,0.085,232897.37323440763,4395566.08
18010501,0.176,232803.76514810885,4390864.357550001
18010502,0.0,245505.28488229497,4390860.053
18010503,0.114,238495.6403993325,4392616.896050001
18010504,0.085,240833.51156522625,4386865.249
18010505,0.117,239331.62650977183,4390949.732100001
18010506,0.115,236768.84390987703,4388976.981
18010507,0.072,235356.1726605385,4391232.071649999
18010508,0.129,234987.04100860227,4386235.777
18010509,0.039,243519.82469712535,4391741.578
18010510,0.168,235629.2533470287,4394822.06
18010511,0.117,237842.73888012825,4384887.44
18010512,0.127,237473.69462778507,4388223.705999999
18010513,0.126,237540.1168560308,4386981.626
18010514,0.09,237002.65855778445,4386554.985
18010601,0.249,229282.30924067236,4398734.868
18010602,0.163,231303.76384936695,4397352.67
18010603,0.106,225313.71984121043,4404163.954
18010604,0.142,227968.19423432983,4402890.828
18010605,0.0,237517.2730503501,4398122.641
18010606,0.085,232220.8605707863,4400346.329399999
18010607,0.084,239723.92939389416,4396640.154
18010608,0.107,223968.90547728425,4406317.75
18010609,0.11362453045892536,236530.5516280236,4396141.244
18020101,0.103,250589.6448701198,4379022.923
18020102,0.113,244310.31060463304,4379065.2322
18020103,0.044,244491.00251775372,4375652.041049999
18020201,0.103,248460.1044,4390113.130050001
18020301,0.123,255258.63155071705,4388560.835150001
18020401,0.041,241463.6054282569,4373743.584
18020402,0.098,237574.3368332433,4378770.4663
18020403,0.092,238106.1061791961,4381898.483
18020404,0.0,237018.39176902844,4375493.581850001
18020405,0.071,241903.01079566992,4370320.373199999
18020406,0.0,239050.84725795267,4371516.963
18020407,0.085,238360.70478662016,4373949.722
18020408,0.066,241558.3041701117,4367223.026
18020409,0.105,240417.30563464132,4378095.994
18020501,0.172,256287.4347608257,4381909.664
18020601,0.087,250975.7837203094,4390362.346
18020701,0.043,242611.1432446432,4381807.669
18020702,0.051,245090.57003397407,4382175.979599999
18020703,0.0,241165.61468443123,4384241.213
18020704,0.0,246732.70981346152,4382637.816
18020705,0.0,247379.3950650177,4386197.505
18020706,0.034,242161.23952303512,4385211.154250001
18020707,0.188,244445.94371754973,4385769.137
18020708,0.039,250066.16817617705,4383743.293099999
18030101,0.078,229977.81670846092,4376600.851
18030102,0.167,234419.62617598436,4380276.111
18030103,0.062,232412.9765590324,4369880.678549999
18030104,0.0,233252.2796235654,4366976.384550001
18030105,0.0,226118.82692702283,4368793.592800001
18030106,0.151,229800.8507366193,4380913.6609000005
18030107,0.069,227834.4255503248,4374583.533
18030108,0.035,228472.41493962432,4362734.734
18030109,0.136,234719.8042160876,4377725.626
18030110,0.058,228848.138608642,4371078.626
18030111,0.085,225369.54060325783,4364433.372
18030112,0.067,232270.30827514423,4372390.528
18030113,0.041,232223.0831936631,4374202.775
18030114,0.099,235182.9310601252,4372176.528949999
18030115,0.177,234916.0185978845,4374667.078
18030116,0.104,233806.4717129342,4382090.587549999
18030117,0.071,236865.1224220708,4368058.206
18030118,0.056,230202.76657272552,4366248.581
18030201,0.016,223519.8333147155,4382532.22
18030202,0.085,219253.6244017951,4384313.477
18030203,0.0,215107.6859467022,4388549.517
18030204,0.032,222023.39433281837,4383579.382
18030205,0.06,220673.37275349745,4386454.436
18030206,0.023,223460.58564352163,4380950.919899999
18030207,0.085,225233.3316228641,4380050.108
18030208,0.056,213150.9137394328,4385023.022
18030209,0.082,216349.9894891533,4386275.025
18030301,0.055,221790.7739426623,4364773.595
18030302,0.05,215365.2860446666,4362017.421
18030303,0.14,218119.31009881225,4367120.934
18030304,0.09,222075.63892774397,4371917.148
18030305,0.092,225665.56295041373,4373289.357
18030306,0.068,222161.48547031265,4367771.249
18030307,0.097,218929.5211408509,4370139.427999999
18030308,0.065,214520.74576451955,4370301.479400001
18030309,0.0,214747.5521810708,4359758.845799999
18030310,0.042,225323.40990387928,4370137.76
18030311,0.153,215901.56731060904,4364241.378
18030312,0.062,214540.11167859132,4355528.651699999
18030313,0.174,214188.2524251872,4366859.577
18030314,0.0,220627.34968301104,4369523.811
18030401,0.077,218360.48699914225,4381570.866
18030402,0.043,215888.83235567532,4374077.347
18030403,0.111,210944.01874706167,4382985.965
18030404,0.057,213008.50921261508,4380103.365
18030405,0.0,214929.4413675785,4376788.329150001
18030406,0.111,218869.93226698056,4378625.69055
18030407,0.07,210551.9093187308,4380009.872
18030408,0.038,212433.94212378107,4372098.206
18030409,0.067,211373.49705256225,4375297.722399999
18030410,0.092,208039.9245673013,4383366.00415
18030411,0.054,214297.2492734161,4381744.202
18030412,0.0,220031.8146758835,4373652.672
18030413,0.046,210712.9589696572,4377531.873
18030414,0.037,209244.6909461961,4385685.755650001
18030415,0.0,220788.9017308383,4377329.322
18040101,0.365,219222.49598933355,4413029.145
18040102,0.0,214762.85937102424,4427839.689
18040103,0.148,217958.98317774085,4418565.815
18040104,0.077,216292.22129397892,4425132.136
18040105,0.119,220627.44260731872,4417354.602
18040106,0.0,224785.80129603628,4408816.979
18040107,0.0,223030.34778588815,4414971.493
18040108,0.0,232380.3171880493,4409178.97
18040109,0.263,223485.57144536317,4412785.933
18040110,0.119,215388.59988811635,4422523.84405
18040111,0.0,229646.96682453752,4408605.134
18040112,0.058,215473.31587426772,4419350.427949999
18040113,0.13,228737.8842291668,4410452.808
18040114,0.0,212909.89649470407,4426150.591
18040115,0.12,220504.7183646082,4422073.242
18040201,0.036,242694.7327383228,4401699.536200001
18040202,0.11362453045892536,244356.8747856415,4404330.053
18040203,0.0,232324.8326174308,4404812.215050001
18040204,0.072,244750.89374161625,4411868.059
18040205,0.176,239315.3923753253,4410628.465
18040206,0.059,244080.8043792357,4418220.416649999
18040207,0.083,242569.78707749327,4405961.172300001
18040208,0.053,235697.8282409535,4403691.631
18040209,0.118,237596.768030448,4402151.359
18040210,0.0,238645.45813050648,4415799.522
18040211,0.0,238198.78222913685,4418433.558
18040212,0.031,245293.4976052449,4405822.981
18040213,0.161,240259.03338766715,4400306.5781000005
18040214,0.0,241640.59808815407,4407558.856000001
18040215,0.09,246705.32754269347,4415861.952149999
18040301,0.068,247074.89968925685,4423779.186
18040401,0.139,221341.32360752305,4430816.2321500005
18040501,0.154,233429.4524528799,4419004.5189000005
18040502,0.0,226394.79711967823,4425714.154
18040503,0.099,230782.19761655328,4431688.669
18040504,0.0,235272.8330474217,4428426.366
18040505,0.0,221167.3590369633,4426117.465050001
18040506,0.085,226135.4568784833,4415655.208
18040507,0.136,224164.23211981583,4417350.404
18040508,0.049,240653.4869260573,4428195.237
18040509,0.071,235949.7812154013,4411790.332
18040510,0.091,229533.0145272509,4415838.128
18040511,0.098,234297.11988973556,4423690.085
18040512,0.0,232569.5155254973,4414227.031
18050101,0.152,224674.8309520861,4401219.923
18050102,0.173,226802.77022920983,4398707.862899999
18050103,0.048,217559.95186626032,4396731.962
18050104,0.11,221768.6006880158,4403000.845
18050105,0.079,217457.77283350035,4393335.542
18050106,0.178,224360.1507798137,4398209.575
18050107,0.076,216519.78838605573,4394728.891100001
18050108,0.135,222045.3427655256,4398312.06
18050109,0.107,220445.38553323757,4405570.334
18050110,0.067,219196.8161083045,4395452.152
18050111,0.099,219414.72351712312,4388840.289
18050112,0.126,222355.0483196528,4400705.62
18050113,0.176,217895.1685052495,4404542.365850001
18050114,0.0,219221.25258918904,4392824.724599999
18050115,0.074,221347.4730844489,4395608.060749999
18050116,0.111,215958.38786120265,4391520.377
18050117,0.136,219249.8566212381,4400982.802
18050201,0.125,220923.15397225512,4409475.436849999
18050202,0.106,221549.3423881993,4407890.402450001
18050203,0.625,213225.214009512,4412660.914
18050204,0.0,211754.04779419143,4412621.974450001
18050205,0.0,217310.27299435495,4411842.057
18050206,0.034,214770.06048584584,4411964.35335
18050207,0.094,219106.5490305005,4408965.484750001
18050301,0.078,214463.796871066,4400171.819949999
18050302,0.0,206562.70422755665,4406819.369100001
18050303,0.0,213601.3710119331,4394318.431
18050304,0.0,212301.3643252771,4397085.119
18050305,0.333,214884.55093790448,4397093.571
18050306,0.108,210907.9713084956,4399304.653
18050307,0.0,209284.3290958904,4403126.689
18050308,0.0,208613.86602077892,4401045.387499999
18050401,0.085,213408.67741855647,4406772.434
18050402,0.093,211521.15079279215,4402871.323
18050403,0.083,214611.56632113815,4403086.014
18050404,0.0,209178.1943553156,4405883.3741500005
18050405,0.059,216761.3982384014,4407907.002
18050501,0.162,206932.9249270502,4396196.34
18050502,0.0,202032.66785186483,4406561.947
18050503,0.109,204304.73781660467,4383767.820300001
18050504,0.155,201718.4571400698,4393973.277
18050505,0.163,203088.9541046345,4397822.685099999
18050506,0.205,210939.53700143183,4394005.677
18050507,0.059,204306.13751138072,4395660.679
18050508,0.056,206893.5071147483,4389993.164100001
18050509,0.103,201395.85747056743,4401755.402
18050510,0.092,205478.66977709343,4402957.399
18050511,0.0,202254.2358296008,4386333.626449999
18050512,0.0,205732.7147914793,4399816.463099999
18050513,0.079,202446.6979225059,4390087.659
18050514,0.067,209175.932963166,4397533.357799999
18050515,0.074,208172.3030672203,4394425.604
18050516,0.125,205325.7230871645,4392459.5507000005
18050517,0.044,206258.29732309812,4387519.644
18050518,0.0,202386.4972386371,4399835.403
18050519,0.0,201628.76360209053,4404026.308
18050520,0.108,210492.07111849813,4389617.824
18060101,0.141,221991.6976,4436735.597
18060102,0.3,220358.49770030164,4447059.934
18060103,0.111,236713.74675056164,4446940.778
18060104,0.041,213230.7261257822,4437258.417
18060105,0.12,210426.470662228,4438214.309
18060106,0.0,220329.8020402915,4452536.444
18060107,0.103,241204.31286465848,4438807.085299999
18060108,0.0,229492.32471569956,4449027.152
18060109,0.058,231200.22406111655,4438487.583
18060110,0.0,222338.25437313807,4443859.722
18060111,0.074,217167.30571888477,4439273.185
18060112,0.105,218349.59874337068,4442808.335200001
18060113,0.083,216873.5147834749,4433635.522
18060114,0.115,216488.8826074928,4431535.102
18060115,0.107,215500.65993340316,4437128.070900001
18060116,0.0,213634.1829624961,4441273.791
18060117,0.0,227725.25338785816,4446558.424
18060118,0.136,207549.28733005244,4439440.22
18060119,0.0,226631.04431499797,4445582.358
18060120,0.0,226784.1620915593,4443036.904
18060121,0.0,237018.89907878716,4438170.861
18060122,0.0,234292.42984276405,4438447.394
18060123,0.103,224958.6127522616,4439526.479
18060124,0.0,231564.2732119136,4445894.229599999
18060125,0.0,225631.6947865573,4451354.224
18060201,0.08,232722.0869814901,4467949.5836000005
18060301,0.097,246733.5114276452,4435137.708
18060401,0.072,226685.71177032604,4455745.974
18060402,0.0,222826.3561550792,4459925.97835
18060403,0.112,227540.61520768065,4460835.465
18060404,0.0,225856.7450267441,4463952.567
18060405,0.0,238025.2016531217,4454756.699
18060406,0.0,229906.10019527955,4453436.272849999
18060407,0.08,236689.63023377443,4462080.566
18060408,0.091,233422.88005339407,4455122.479
18060409,0.0,230396.65356777664,4460474.2015
18060410,0.167,238850.19098685824,4457923.802200001
18060411,0.145,227122.2886808361,4467720.399
18060412,0.158,221852.26565781143,4463124.441
18060501,0.053,240946.7405852449,4450791.96
18070101,0.138,257382.35348349912,4409974.863
18070102,0.119,259248.02713197184,4402262.447
18070103,0.126,254696.6519211715,4401122.465
18070104,0.119,254008.4326660451,4406436.652
18070201,0.065,251295.0650963275,4401278.134
18070202,0.076,244341.03345259413,4396591.24865
18070203,0.015,248554.25053978615,4399795.026
18070204,0.079,244743.3304131897,4397713.296949999
18070205,0.07,246402.5719245325,4405630.327
18070206,0.113,250056.2263211645,4408079.175249999
18070301,0.13,262291.55650517525,4414083.886
18080101,0.22,211737.7996757879,4420146.454
18080102,0.092,208977.90221663655,4425575.754749999
18080103,0.183,212126.35314017077,4429950.819850001
18080104,0.153,207947.57162059995,4420798.011
18080105,0.064,205728.71182472864,4423283.883300001
18080106,0.0,210311.98430224412,4428126.838
18080107,0.163,215374.2542041478,4416406.741
18080108,0.036,210809.04798522397,4415251.634
18080201,0.16,206570.29351052485,4417398.670399999
18080202,0.077,207426.31245663972,4414326.5430000005
18080203,0.041,208622.8956994556,4415208.099099999
18080204,0.037,207104.85403114452,4408758.896849999
18080205,0.0,209113.6940926585,4409045.328050001
18080206,0.069,205747.4828114153,4411919.956
18080207,0.094,209429.8410962141,4412054.376
18080208,0.146,202698.4754434641,4416543.821
18080209,0.02,206527.06599077905,4415142.816799999
18080210,0.109,207749.63216499003,4410470.717
18080211,0.052,203066.86110483663,4419147.43
18080301,0.053,206473.63921299967,4436964.446
18080302,0.088,206202.61775116465,4429460.091449999
18080303,0.057,208505.69278466704,4436693.633
18080304,0.375,198245.00105297868,4437360.834
18080305,0.064,203046.06665065736,4435043.566
18080306,0.185,198568.16110351752,4434828.555050001
18080307,0.133,200106.98805969564,4434257.375
18080308,0.0,208443.16802726063,4429614.975
18080309,0.045,205483.43745624524,4431517.760600001
18080401,0.113,198488.9603653106,4425489.394
18080402,0.073,194454.77010346056,4411403.005849999
18080403,0.0,188337.9020935117,4427721.145
18080404,0.064,203076.9566948291,4428456.709
18080405,0.0,202685.6399214577,4423014.111
18080406,0.049,195074.80790964435,4415381.639
18080407,0.154,197651.7574804893,4421415.512800001
18080408,0.049,201265.88493832087,4420831.624550001
18080409,0.076,191173.44151784337,4422507.455
18080410,0.0,188752.23277948395,4425535.781
18080411,0.128,187467.14459854783,4430936.408
18080412,0.097,196175.8864850498,4419978.328
18080413,0.111,190863.46253911057,4430603.765
18080414,0.0,197765.9979,4417872.296
18080415,0.0,192359.75506756632,4426311.122
18080416,0.0,194647.5505574168,4427639.176
18080417,0.0,192734.23826729637,4419619.353499999
18080501,0.047,199562.1328405011,4410140.761
18080502,0.07,199630.75345242207,4414224.285449999
18080601,0.138,193682.7481773824,4432395.133599999
18080602,0.175,196461.70422233985,4432023.412049999
18080603,0.0,196402.2347893719,4439504.593599999
18080604,0.068,195435.33673191557,4436513.754749999
19010101,0.147,240559.25884746312,4335871.3
19010102,0.149,239210.10062710984,4334243.509
19010103,0.184,236748.6930890317,4335528.623
19010104,0.113,243888.8292549475,4333299.025
19010201,0.113,234901.1699723642,4329204.036900001
19010202,0.139,227828.62436123373,4330689.874299999
19010203,0.11,236564.29218784245,4332402.105
19010204,0.155,232412.62108232648,4329186.109
19010205,0.059,232898.5779217939,4322937.828
19010206,0.14,229662.6529140842,4328699.786
19010207,0.122,230441.10125028447,4334126.806150001
19010208,0.103,225427.4711978067,4335110.375899999
19010209,0.039,236681.25254155943,4330030.207850001
19010301,0.116,237619.38434633805,4341505.953
19010302,0.128,241261.3820953274,4342351.248
19010303,0.107,236641.6887281566,4344293.956850001
19010304,0.106,239058.48657205608,4348265.212
19010401,0.102,234264.28782392485,4348662.809599999
19010402,0.038,243360.4712823386,4364857.437
19010403,0.143,232233.72113309617,4344994.985
19010404,0.136,230994.6401991468,4348202.49
19010405,0.071,240337.63701704185,4354010.013
19010406,0.079,241858.67905526745,4357659.862
19010407,0.053,244083.42487416213,4361915.348
19010408,0.0,240869.43876735392,4361834.06
19010501,0.126,233585.63100589853,4338145.915250001
19010502,0.122,229188.3306296088,4337087.944999999
19010503,0.123,233247.24754814527,4340750.678
19010504,0.139,231784.15213625488,4335804.945950001
19010505,0.125,234356.80398640895,4335641.835
19010506,0.106,235477.0089811036,4340431.479
19020101,0.077,254516.1510601268,4348772.555
19020102,0.086,262778.0115982414,4343935.100149999
19020103,0.111,259983.80332044425,4349517.245
19020104,0.085,264036.6557225384,4351090.608100001
19020201,0.167,253572.652108561,4342921.597
19020202,0.151,253240.41766015656,4337209.4207500005
19020203,0.104,258991.0197799718,4337174.155
19020204,0.11,249515.8034654848,4339339.448
19020205,0.114,265108.8749103277,4338508.336
19020301,0.112,266113.0659967223,4349530.847
19020302,0.103,268324.5479165829,4352604.595
19020303,0.092,267074.1796089426,4355531.129
19020304,0.058,268334.0595286682,4345148.66
19020305,0.108,268870.82855560805,4340881.699
19020306,0.079,270974.86993568635,4348467.253500001
19020307,0.108,274665.2129590124,4351804.947
19030101,0.077,255679.2375196343,4362469.244
19030102,0.073,261337.8456722099,4361968.743650001
19030103,0.062,247682.3539158764,4355506.463
19030104,0.041,244822.69487614892,4352895.042
19030105,0.063,250909.4471366577,4353055.312050001
19030106,0.047,244582.36678407487,4348967.781
19030107,0.118,263737.9905,4363424.917850001
19030108,0.039,246485.2246873114,4358749.796
19030109,0.049,250195.0174053748,4361247.041
19030110,0.05,271873.79267721286,4357244.313
19030111,0.092,256344.6233996288,4357528.083
19030112,0.084,263911.34391888324,4357645.567
19030201,0.094,249164.3361690448,4373516.1894000005
19030202,0.045,245855.26135480253,4367344.665
19030203,0.066,250696.98187726905,4369638.633049999
19030204,0.039,244726.10402975115,4369138.833450001
19030205,0.11,247778.7197722785,4377741.584
19030206,0.1,249760.1240172651,4366350.306
19030207,0.093,250037.37189420644,4367911.239
19030208,0.067,247606.40518346505,4363674.542
19030301,0.103,257988.2098118629,4368460.475
19030401,0.094,254832.9187546188,4375872.702
19040101,0.133,244447.84433983167,4339461.483
19040102,0.066,246512.50326462527,4346520.008
19040103,0.104,247254.439443994,4335414.507
19040201,0.102,239328.1392109302,4325024.805
19040202,0.138,238838.84932970852,4330576.126
19040203,0.092,241472.18586848903,4332267.487
19040204,0.104,243351.65124891076,4328093.262
19040205,0.121,240752.794821834,4329803.015000001
19040206,0.134,243847.5876618781,4330535.419000001
19040207,0.107,245395.5723164908,4326555.058
19040301,0.105,243424.7717032652,4324101.896
19040401,0.103,247029.98590069637,4329614.802
19040402,0.095,247181.0614749317,4333277.307
19040403,0.067,250399.43272400185,4335483.346
20010101,0.131,180163.691737584,4380550.451
20010102,0.081,184740.1407818261,4374186.707049999
20010103,0.086,175749.0180182365,4384874.881
20010104,0.13,181107.07549571185,4376720.110649999
20010105,0.134,178494.95256220904,4383989.023
20010106,0.11362453045892536,184994.33013488125,4376983.93
20010107,0.13,176115.0580050206,4377101.151
20010108,0.144,181012.94574880728,4382873.187949999
20010109,0.126,176869.4925314476,4381762.741800001
20010201,0.115,193253.9418016172,4363088.778
20010202,0.086,191360.84521618672,4358231.068100001
20010203,0.097,187476.99736115852,4365441.152
20010204,0.12,189341.24273416912,4362363.377
20010205,0.106,186596.32897235168,4369261.065400001
20010206,0.078,189970.4943226096,4369354.802
20010207,0.124,198260.8292,4357034.172
20010301,0.094,183949.67676332104,4383918.535300001
20010302,0.0,188115.31152065145,4382897.327
20010303,0.088,186384.29462988127,4380179.576400001
20010304,0.188,182974.78659219155,4381227.806
20010305,0.083,189909.38723646733,4378155.945
20010401,0.126,182734.46197270692,4362568.788
20010501,0.112,180209.9048497672,4373491.196
20010502,0.091,183534.82383736645,4368263.350550001
20010503,0.118,178068.84135175322,4369336.316
20010504,0.112,183238.48605464387,4372555.846
20020101,0.116,199646.27041818312,4375501.5288
20020102,0.0,204734.0219421666,4375794.347
20020103,0.094,193185.3800670274,4368794.531
20020104,0.085,194364.65301786008,4374453.277
20020105,0.0,200771.69043216453,4381783.73
20020106,0.081,203515.01108809665,4366943.753
20020107,0.088,195781.2658495292,4380820.293
20020108,0.092,196920.98417896155,4364949.006
20020109,0.097,201399.45417589185,4372485.083
20020110,0.089,197780.45268738817,4378566.64
20020111,0.088,193172.7938758372,4378910.969
20020112,0.097,198719.81057349243,4368363.375
20020113,0.082,197113.21659676384,4371754.53265
20020114,0.053,197504.01223739612,4389405.572
20020115,0.0,207254.0727477152,4379036.671
20020116,0.152,197139.5489132494,4383757.756449999
20020117,0.064,197699.67476076997,4386611.953
20020118,0.111,198936.10627768235,4391936.8517
20020119,0.104,201727.5227455002,4368884.997
20020120,0.0,203323.39240139985,4380133.967
20020121,0.054,196769.0189475789,4369664.452
20020122,0.112,203040.5549338304,4371215.25
20020123,0.056,189193.55614039872,4374199.116
20020201,0.117,204803.2205305823,4361325.384
20020202,0.114,208246.32903646605,4359078.032
20020203,0.108,201108.0225754745,4361956.691
20020204,0.155,206025.025483986,4360033.5792000005
20020301,0.129,212107.9431608776,4358405.353999999
20020302,0.073,210285.2886,4365831.298
20020303,0.088,209097.8878201708,4371668.124
20020304,0.0,207373.23553602427,4365999.553
20020305,0.04,206408.2562327948,4372992.087
20030101,0.137,182645.29849626293,4390320.592
20030102,0.0,184684.81256237387,4401271.191
20030103,0.154,186272.09030452385,4402819.259
20030104,0.111,189707.6466562979,4387115.837
20030105,0.067,184285.8009259632,4406579.737
20030106,0.11362453045892536,193234.0653689683,4400344.895099999
20030107,0.129,188566.49893219065,4389383.105
20030108,0.0,189901.86655155508,4406061.653
20030109,0.067,181843.04246773053,4386115.792
20030110,0.179,195675.79371638177,4400530.008
20030111,0.0,184546.48902655471,4395171.357
20030112,0.0,194078.6712311156,4385889.366
20030113,0.0,198060.6210385161,4401215.811
20030114,0.0,187326.49849234565,4398420.76
20030115,0.076,193541.92204861392,4396736.555
20030116,0.0,183289.6009280352,4398566.97
20030117,0.0,195305.83166914323,4403722.267
20030118,0.115,193711.5133199321,4389281.825
20030119,0.048,190413.98834004343,4396195.253
20030120,0.0,197115.2537,4406662.422
20030121,0.0,190354.6789519101,4399988.627
20030122,0.059,190280.21100897604,4381213.693
20030123,0.106,200013.0186269869,4397474.401
20030124,0.062,193242.5333004403,4407395.402
20030125,0.182,197335.15134176536,4404217.998
20030126,0.0,194852.84553238604,4392681.402
20030127,0.0,192712.18153891497,4403682.898
20030128,0.177,188507.804,4394350.571
20030129,0.062,192455.52065526927,4386864.746
20030130,0.079,192544.3726399109,4383274.011
20030131,0.0,180670.1908,4399861.419749999
20030132,0.194,188905.6112319542,4384560.5918000005
20030133,0.126,179331.9093413584,4395038.366
20030134,0.0,188737.81733157768,4402345.84
20030135,0.04,197609.1062135348,4394632.004050001
20030136,0.0,190799.71165678385,4391803.425
20030137,0.054,186480.40163423348,4387663.408050001
20030138,0.075,180334.3198447776,4388866.431
20030139,0.156,186597.4222419444,4409482.458
20030140,0.143,184385.34129369556,4392458.18065
20030141,0.089,185988.4283153431,4390806.8286500005
20030142,0.0,197204.66044428985,4398682.469
20030201,0.126,175950.74741823913,4391219.486
20030202,0.174,172005.93505724124,4385265.734549999
20030203,0.133,175738.01077034272,4387443.393
20030204,0.09,169069.74971623754,4395827.848
20030205,0.061,177930.86752096374,4389695.818
21010101,0.14,221076.08535670087,4318706.182
21010102,0.091,220328.01997414077,4327181.686
21010103,0.126,215722.8892001845,4324800.697
21010104,0.151,217237.1807711948,4323522.907
21010105,0.134,219014.2257501429,4327721.271
21010201,0.101,213836.66328476032,4330733.087
