geo_code,average,x,y
07090302,0.083,435258.3618219877,4528014.448999999
07090303,0.155,426240.8752877664,4518100.536
07090304,0.11,434261.9977236686,4512784.122
07090401,0.121,439877.7373648363,4492012.27
07090402,0.073,442534.9261064385,4488947.667
07090403,0.113,445836.8557181483,4490199.05
07090404,0.137,438866.73089540703,4485451.415
07090405,0.131,434389.9920411121,4493079.8867500005
07090501,0.159,433221.93184924056,4498287.841
07090502,0.146,425343.688220638,4501028.604
07090503,0.119,429736.7328260751,4494115.995
07090504,0.129,430541.5354834119,4500374.286049999
07090505,0.183,435734.3260697068,4498477.831
07090601,0.077,429752.3266410488,4531196.663
07090602,0.064,423523.75622829766,4525967.864200001
07090603,0.085,434139.10499530286,4534858.364449999
07090604,0.166,421687.0398338939,4532273.728
07090605,0.037,430623.4547575335,4525829.938
07090701,0.146,443816.4950432956,4523060.748
07090702,0.107,445944.60878737865,4509265.301
07090703,0.155,439369.6314175124,4518785.899
07100101,0.159,412816.1917729315,4500275.41
07100201,0.193,412490.34002714354,4498726.057
07100301,0.161,410428.9551114399,4500518.926
07100401,0.187,414227.9833744256,4501265.541
07110101,0.163,409585.43432389584,4502516.131750001
07110201,0.157,411654.6324659701,4505062.482
07110301,0.165,411867.0211069636,4502427.695
07120101,0.159,418018.58607049927,4492677.719
07120201,0.14,414170.5935232146,4493244.456900001
07120301,0.17,416514.0725432391,4498567.755
07120302,0.14,419459.4791023007,4497811.262
07120303,0.171,415594.65216515504,4504073.645
07120304,0.179,423755.90320862416,4493602.984
07130101,0.141,380548.6078433755,4516355.914
07130102,0.13,387482.2123459535,4517922.849
07130201,0.154,392822.7825708763,4507111.669
07130202,0.174,397256.86201083136,4507711.702
07130203,0.166,390908.2905357566,4514474.104
07130204,0.151,388448.2374,4510363.753
07130205,0.171,395507.3198007525,4512710.838
07130206,0.126,397746.4666722581,4516463.723
07130301,0.155,380744.7618600505,4508892.22
07130302,0.122,380812.95295180846,4501472.346
07130303,0.129,386136.78837881953,4506341.721
07130304,0.094,384965.8202669021,4510306.849049999
07130305,0.127,376639.68158630014,4506507.062
07130306,0.154,382495.4870525763,4505522.044
07140101,0.171,407758.2278318704,4507908.964
07140201,0.154,401071.5834103711,4511597.102
07140202,0.14,404883.87775899086,4515979.560099999
07140203,0.132,401513.81290718017,4516936.213
07140204,0.196,404333.4758,4509159.284100001
07140301,0.145,413917.6908689632,4510048.438
07140302,0.165,414000.0362916165,4515174.437
07140303,0.167,409720.89088386274,4512273.156
08010101,0.143,348109.4688492761,4488358.573650001
08010102,0.22,353612.3430840796,4484939.756
08010103,0.148,351468.2746709158,4485069.421
08010104,0.14,349958.7667444975,4482608.383
08010105,0.14,344665.78113768017,4478951.273999999
08010106,0.0,342248.2809656076,4473715.806799999
08010107,0.172,332021.03736621223,4490491.362
08010108,0.111,333413.6135936631,4483490.452
08010109,0.11362453045892536,350332.6543006393,4481343.5282000005
08010110,0.144,347746.0174221385,4481060.317899999
08010111,0.119,344285.62839563785,4483630.97
08010201,0.134,354082.1268228344,4493702.554350001
08010202,0.148,355386.16297937505,4489859.311
08010203,0.174,357526.6653290988,4488699.559
08010204,0.135,351177.8064611141,4494871.941
08010205,0.128,353643.5540540052,4495502.897
08010301,0.151,356941.1227812916,4482816.703749999
08010302,0.149,353954.34398423525,4483517.197
08010303,0.132,360624.7432192837,4483593.49
08010304,0.132,362154.1448004629,4478776.61
08010401,0.151,348730.4965,4498080.901
08010402,0.133,349739.46958468773,4496586.372
08010403,0.155,346977.1675774001,4491821.095
08010404,0.098,344590.29065491725,4494121.161
08010405,0.114,340388.6863017826,4489973.529
08010501,0.093,349463.37114884413,4468177.232
08010502,0.11,343352.98443441186,4465849.74
08010503,0.059,354820.9382002356,4476305.345
08010504,0.081,348369.6137893345,4471897.838099999
08020101,0.179,368330.1754131044,4499971.004550001
08020102,0.135,364912.8944833957,4497557.27
08020103,0.121,360685.6534,4498308.681000001
08020104,0.143,364832.3516,4493772.001999999
08020105,0.117,370096.2946381464,4503605.367649999
08020106,0.139,361940.68605288345,4502986.008900001
08020201,0.117,358909.0777682225,4493726.2618
08020202,0.134,360532.0184829172,4495404.799
08020203,0.158,362279.4599129762,4492005.073799999
08020204,0.105,359081.2796949784,4491570.664
08020205,0.144,358186.9676,4497529.862
08020206,0.152,356317.8688836213,4495305.789
08020301,0.138,362937.47815870587,4485834.99
08020302,0.159,369253.67609622807,4490736.339
08020303,0.12,372379.4963324487,4489990.67
08020304,0.14,365497.9372883332,4483516.475
08020305,0.131,365257.1310121527,4490385.764
08020401,0.168,377458.743,4500158.481
08020402,0.137,373559.8725,4502296.578
08020403,0.12,382582.2516943796,4490024.394
08020404,0.163,372397.2849811229,4495604.091399999
08020405,0.142,373194.73052924144,4499389.839
08020406,0.126,377732.10221230926,4491188.270799999
08020407,0.151,374478.4660198956,4491676.006
08020408,0.126,379295.1376008128,4496420.665
08030101,0.142,328127.6800463617,4495585.029
08030102,0.094,336950.53127042507,4494309.316
08030103,0.16,338001.0346850508,4504453.004
08030104,0.136,331388.85378635395,4505130.877
08030105,0.136,341309.45237880084,4495322.53375
08030201,0.136,342558.8756592136,4500081.85
08030202,0.143,342433.2731768392,4505167.989
08030203,0.152,340635.8019193317,4502966.508
08030204,0.137,338742.5068149597,4507838.382
08030205,0.143,344856.93332998233,4497819.354
08030206,0.141,345336.3862367377,4501396.677
08030301,0.143,349317.58529200044,4504269.854
08030302,0.138,352046.3835465729,4502519.67
08030303,0.133,346159.31303027406,4505186.813
09010101,0.157,406778.1874976165,4538022.341
09010102,0.085,396872.7199368269,4538265.875
09010103,0.093,395542.6210882833,4542255.204
09010104,0.123,403787.0590950424,4534821.697699999
09010105,0.05,413232.05205739103,4532361.008
09010106,0.139,399314.50292587787,4538647.529949999
09010107,0.039,419833.4014222253,4534782.218
09010108,0.088,396896.97264898696,4533373.837
09010109,0.086,398533.0337356071,4543879.331
09010110,0.075,392636.8591596389,4538834.857
09010201,0.139,407807.6993328156,4528896.65655
09010202,0.137,404353.4611433196,4522969.6335
09010203,0.083,407970.3746600625,4523868.418
09010204,0.133,408219.5971299884,4520819.436199999
09010205,0.133,403784.3929740607,4528875.957
09010206,0.1,413130.19308453775,4526759.32
09010301,0.088,400062.23632669286,4556961.712
09010302,0.111,395421.16249248217,4555597.997
09010303,0.11,399155.9125278777,4561274.975
09010401,0.098,412404.6559383238,4544687.313
09010402,0.045,422833.3473573966,4552503.696
09010403,0.154,418942.7773265446,4543652.977
09010404,0.028,405774.9258065752,4554722.739349999
09010405,0.096,413237.0524109304,4557963.261700001
09010406,0.081,410008.9686977132,4551690.558
09010407,0.084,424607.8903822565,4540224.781599999
09010408,0.177,418957.9086794021,4539806.324949999
09010409,0.128,408951.1995027062,4546453.914
09010410,0.081,426199.501028322,4535643.358
09010411,0.074,430975.7464262926,4539496.256
09010412,0.059,417312.9183427845,4556383.782
09010413,0.072,406623.59449192986,4558592.026
09010414,0.079,406336.1489,4547966.491649999
09010415,0.076,417510.3059506435,4547796.0046500005
09010416,0.049,414843.1770079142,4537690.801
09010417,0.074,426814.7750762906,4548029.22725
09010418,0.0,409896.1941466547,4556008.736
09010419,0.065,415521.7894372278,4551598.873
09010501,0.115,402478.06301355787,4570833.353850001
09010502,0.07,405308.8356574708,4571800.671
09010503,0.074,397940.94223442953,4569766.219
09010504,0.089,402456.2150537559,4563879.675
09010601,0.115,396764.0649226857,4522349.608349999
09010602,0.074,390790.2266581761,4522633.901
09010603,0.101,399114.54137615056,4527037.118849999
09010604,0.129,390906.5258095206,4518938.704
09010605,0.112,393043.5756359553,4528368.876
09010606,0.081,401209.1565258494,4521411.704
09010607,0.126,393687.6533485077,4520719.091
09010701,0.09,397414.5291193625,4549258.9
09010702,0.112,392543.6592420655,4544711.637800001
09010703,0.12,391080.7315679026,4549596.562
09010704,0.096,402067.9810450857,4549759.275
09020101,0.144,380565.8772536718,4538762.024
09020102,0.136,387810.60262467136,4525773.544050001
09020103,0.092,384857.05081944726,4529707.9405000005
09020104,0.108,387635.7181101189,4537775.437100001
09020105,0.119,389124.8132718314,4555843.874
09020106,0.103,379148.8130817544,4550259.834
09020107,0.0,387420.0302102525,4557439.923
09020108,0.286,385424.7142,4536174.96
09020109,0.08,379390.57990551647,4548202.013
09020110,0.067,379966.9198123072,4544087.505
